time,protocol,node,outcome,terms,beta
time_3,Lira,Lira,Lira_3,mineralcorYes,0.727715797018122
time_3,Lira,Lira,Lira_3,bbYes,-0.314316204864412
time_3,Lira,Lira,Lira_3,rasiYes,-0.220340942971856
time_3,Lira,Lira,Lira_3,loopYes,-0.0970988747827531
time_3,Lira,Lira,Lira_3,ccbYes,0.293732670864961
time_3,Lira,Lira,Lira_3,thiazideYes,0.0229500834849912
time_3,Lira,Lira,Lira_3,sasidYes,1.3873860254277
time_3,Lira,Lira,Lira_3,statinYes,0.244934628594736
time_3,Lira,Lira,Lira_3,hypertensionYes,0.269725070428501
time_3,Lira,Lira,Lira_3,diabetic.nephropathyYes,-0.00416622824995949
time_3,Lira,Lira,Lira_3,stenosisYes,-0.153962378693113
time_3,Lira,Lira,Lira_3,disorders.of.rhythm.or.conductionYes,0.0995613637514786
time_3,Lira,Lira,Lira_3,left.ventricular.systolic.dysfunctionYes,-0.281220114952228
time_3,Lira,Lira,Lira_3,gallstone.diseaseYes,-0.563101547986026
time_3,Lira,Lira,Lira_3,pancreatitisYes,-0.0632127361345734
time_3,Lira,Lira,Lira_3,diabetic.foot.ulcerYes,0.196098458642578
time_3,Lira,Lira,Lira_3,diabetic.neuropathyYes,-0.0596683009458154
time_3,Lira,Lira,Lira_3,transient.ischaemic.attackYes,0.454036476705271
time_3,Lira,Lira,Lira_3,hba1c_level_0,0
time_3,Lira,Lira,Lira_3,hba1c_level_1,0.602105825987146
time_3,Lira,Lira,Lira_3,hba1c_level_2,-0.688502845209478
time_3,Lira,Lira,Lira_3,hba1c_change_0,0.199935479382813
time_3,Lira,Lira,Lira_3,hba1c_change_1,-0.206664258564096
time_3,Lira,Lira,Lira_3,hba1c_change_2,0
time_3,Lira,Lira,Lira_3,heart.failure_0Acute,0
time_3,Lira,Lira,Lira_3,heart.failure_0Chronic,0.0888787972003322
time_3,Lira,Lira,Lira_3,heart.failure_1Acute,-0.213154811681256
time_3,Lira,Lira,Lira_3,heart.failure_1Chronic,0.187607834684738
time_3,Lira,Lira,Lira_3,heart.failure_2Acute,2.73265894548002
time_3,Lira,Lira,Lira_3,heart.failure_2Chronic,0.0327527469362729
time_3,Lira,Lira,Lira_3,Lira_01,0.0776999499309527
time_3,Lira,Lira,Lira_3,Lira_11,4.4303293163877
time_3,Lira,Lira,Lira_3,Lira_21,6.00174302904802
time_3,Lira,Lira,Lira_3,nausea.and.vomiting.symptoms_0,0.602989388501364
time_3,Lira,Lira,Lira_3,nausea.and.vomiting.symptoms_1,0.334420162241171
time_3,Lira,Lira,Lira_3,nausea.and.vomiting.symptoms_2,-1.70978672078042
time_3,Lira,Lira,Lira_3,atrial.fibrillation_0,-1.5651027276791
time_3,Lira,Lira,Lira_3,atrial.fibrillation_1,3.8489172201254
time_3,Lira,Lira,Lira_3,atrial.fibrillation_2,-3.55514988400551
time_3,Lira,Lira,Lira_3,diarrhoea_0,-1.47138914235133
time_3,Lira,Lira,Lira_3,diarrhoea_1,-0.0142523664088929
time_3,Lira,Lira,Lira_3,diarrhoea_2,-1.47382082434227
time_3,Lira,Lira,Lira_3,metformin_0,-0.640180750168779
time_3,Lira,Lira,Lira_3,metformin_1,0.199618327298882
time_3,Lira,Lira,Lira_3,metformin_2,0
time_3,Lira,Lira,Lira_3,sulfonylurea_0,0.428913328325555
time_3,Lira,Lira,Lira_3,sulfonylurea_1,0.107580912886431
time_3,Lira,Lira,Lira_3,sulfonylurea_2,-0.0867487647477201
time_3,Lira,Lira,Lira_3,insulin_0,-0.141831813246782
time_3,Lira,Lira,Lira_3,insulin_1,1.03916107356108
time_3,Lira,Lira,Lira_3,insulin_2,-1.08669214956373
time_3,Lira,Lira,Lira_3,alfa_g_inhib_1,0.606900541866648
time_3,Lira,Lira,Lira_3,alfa_g_inhib_2,-0.244907344397899
time_3,Lira,Lira,Lira_3,thiazo_0,0.563696264737751
time_3,Lira,Lira,Lira_3,thiazo_1,0
time_3,Lira,Lira,Lira_3,thiazo_2,-0.333100642037854
time_3,Lira,Lira,Lira_3,insulin_one_0,0.321832659953883
time_3,Lira,Lira,Lira_3,insulin_one_1,1.17498877791099
time_3,Lira,Lira,Lira_3,insulin_one_2,-2.17479142595341
time_3,Lira,Lira,Lira_3,dpp4_1,0.950425269504989
time_3,Lira,Lira,Lira_3,dpp4_2,-1.78695922876232
time_3,Lira,outcome,primary.outcome_4,(Intercept),0
time_3,Lira,outcome,primary.outcome_4,sexMale,0.0339581019565816
time_3,Lira,outcome,primary.outcome_4,age60-80,-0.00108994005184617
time_3,Lira,outcome,primary.outcome_4,age80-90,0.120197610773647
time_3,Lira,outcome,primary.outcome_4,diabetesdurationgroup1-5 years,-0.00960524957196628
time_3,Lira,outcome,primary.outcome_4,diabetesdurationgroup5-10 years,-0.000380063555254971
time_3,Lira,outcome,primary.outcome_4,diabetesdurationgroup10-15 years,0.00661484235549389
time_3,Lira,outcome,primary.outcome_4,diabetesdurationgroup15-20 years,0.0147383859840599
time_3,Lira,outcome,primary.outcome_4,diabetesdurationgroupmore than 20 years,0.0098558224578981
time_3,Lira,outcome,primary.outcome_4,ethnicNOT HISPANIC OR LATINO,-0.0237582617138742
time_3,Lira,outcome,primary.outcome_4,egfr.baseline,-0.000532416917532821
time_3,Lira,outcome,primary.outcome_4,bmi.baseline>30 kg/m2,-0.00507379804284172
time_3,Lira,outcome,primary.outcome_4,mineralcorYes,0.0210989013879359
time_3,Lira,outcome,primary.outcome_4,bbYes,0.0251996371891896
time_3,Lira,outcome,primary.outcome_4,rasiYes,0.00391507688375675
time_3,Lira,outcome,primary.outcome_4,loopYes,0.0333380674966564
time_3,Lira,outcome,primary.outcome_4,ccbYes,-0.000262848247237943
time_3,Lira,outcome,primary.outcome_4,thiazideYes,0.00845542187598113
time_3,Lira,outcome,primary.outcome_4,sasidYes,0.0954647477301585
time_3,Lira,outcome,primary.outcome_4,statinYes,-0.0174289754696067
time_3,Lira,outcome,primary.outcome_4,hypertensionYes,0.0132151949781788
time_3,Lira,outcome,primary.outcome_4,diabetic.nephropathyYes,-0.00610266053353466
time_3,Lira,outcome,primary.outcome_4,stenosisYes,0.0184493695743665
time_3,Lira,outcome,primary.outcome_4,disorders.of.rhythm.or.conductionYes,-0.00270567398085428
time_3,Lira,outcome,primary.outcome_4,left.ventricular.systolic.dysfunctionYes,0.0291985620040668
time_3,Lira,outcome,primary.outcome_4,gallstone.diseaseYes,0.0264225728606793
time_3,Lira,outcome,primary.outcome_4,pancreatitisYes,-0.00477381718810841
time_3,Lira,outcome,primary.outcome_4,diabetic.foot.ulcerYes,0.0647714377269072
time_3,Lira,outcome,primary.outcome_4,diabetic.neuropathyYes,0.00631094425054622
time_3,Lira,outcome,primary.outcome_4,transient.ischaemic.attackYes,0.023850893067124
time_3,Lira,outcome,primary.outcome_4,hba1c_level_0,-0.0109583642741839
time_3,Lira,outcome,primary.outcome_4,hba1c_level_1,0
time_3,Lira,outcome,primary.outcome_4,hba1c_level_2,0.0143395861936691
time_3,Lira,outcome,primary.outcome_4,hba1c_level_3,0.0152143298454908
time_3,Lira,outcome,primary.outcome_4,hba1c_change_0,-0.00410356183200382
time_3,Lira,outcome,primary.outcome_4,hba1c_change_1,0.00752787116360034
time_3,Lira,outcome,primary.outcome_4,hba1c_change_2,-0.0155294503493189
time_3,Lira,outcome,primary.outcome_4,hba1c_change_3,-0.00723944749098815
time_3,Lira,outcome,primary.outcome_4,heart.failure_0Acute,0
time_3,Lira,outcome,primary.outcome_4,heart.failure_0Chronic,0.0356680416103506
time_3,Lira,outcome,primary.outcome_4,heart.failure_1Acute,0.123052310583643
time_3,Lira,outcome,primary.outcome_4,heart.failure_1Chronic,0.0333166997416293
time_3,Lira,outcome,primary.outcome_4,heart.failure_2Acute,0.244202623782819
time_3,Lira,outcome,primary.outcome_4,heart.failure_2Chronic,-0.00820172079170544
time_3,Lira,outcome,primary.outcome_4,heart.failure_3Acute,-0.0594077594038418
time_3,Lira,outcome,primary.outcome_4,heart.failure_3Chronic,-0.0538042810441249
time_3,Lira,outcome,primary.outcome_4,Lira_01,-0.00299861009441744
time_3,Lira,outcome,primary.outcome_4,Lira_11,-0.0307696394908954
time_3,Lira,outcome,primary.outcome_4,Lira_21,-0.0083486832773259
time_3,Lira,outcome,primary.outcome_4,Lira_31,0.00539127459088469
time_3,Lira,outcome,primary.outcome_4,Placebo_11,-0.014596323192219
time_3,Lira,outcome,primary.outcome_4,Placebo_21,0.266263807576206
time_3,Lira,outcome,primary.outcome_4,Placebo_31,-0.072173134094054
time_3,Lira,outcome,primary.outcome_4,nausea.and.vomiting.symptoms_0,-0.00869888381694996
time_3,Lira,outcome,primary.outcome_4,nausea.and.vomiting.symptoms_1,-0.0027424848802653
time_3,Lira,outcome,primary.outcome_4,nausea.and.vomiting.symptoms_2,-0.0953969453626534
time_3,Lira,outcome,primary.outcome_4,nausea.and.vomiting.symptoms_3,0.0963114348841609
time_3,Lira,outcome,primary.outcome_4,atrial.fibrillation_0,-0.210768651726663
time_3,Lira,outcome,primary.outcome_4,atrial.fibrillation_1,-0.00346528917767355
time_3,Lira,outcome,primary.outcome_4,atrial.fibrillation_2,-0.0238812291202281
time_3,Lira,outcome,primary.outcome_4,atrial.fibrillation_3,0.102168814725293
time_3,Lira,outcome,primary.outcome_4,diarrhoea_0,-0.087272832280913
time_3,Lira,outcome,primary.outcome_4,diarrhoea_1,-0.0189436629209467
time_3,Lira,outcome,primary.outcome_4,diarrhoea_2,0.0470102151722826
time_3,Lira,outcome,primary.outcome_4,diarrhoea_3,0.0131013971082186
time_3,Lira,outcome,primary.outcome_4,metformin_0,-0.00525270148573408
time_3,Lira,outcome,primary.outcome_4,metformin_1,0.0140379178458128
time_3,Lira,outcome,primary.outcome_4,metformin_2,-0.0487436039164924
time_3,Lira,outcome,primary.outcome_4,metformin_3,0.0315559612872532
time_3,Lira,outcome,primary.outcome_4,sulfonylurea_0,-0.0212637972624727
time_3,Lira,outcome,primary.outcome_4,sulfonylurea_1,0.0267941153781552
time_3,Lira,outcome,primary.outcome_4,sulfonylurea_2,0.00681979852295452
time_3,Lira,outcome,primary.outcome_4,sulfonylurea_3,-0.022936338974953
time_3,Lira,outcome,primary.outcome_4,insulin_0,-0.0336336719201822
time_3,Lira,outcome,primary.outcome_4,insulin_1,-0.0149046882526804
time_3,Lira,outcome,primary.outcome_4,insulin_2,0.00837090360774625
time_3,Lira,outcome,primary.outcome_4,insulin_3,0.0215350815236825
time_3,Lira,outcome,primary.outcome_4,alfa_g_inhib_1,0.0124383632077878
time_3,Lira,outcome,primary.outcome_4,alfa_g_inhib_2,-0.0557086051899571
time_3,Lira,outcome,primary.outcome_4,alfa_g_inhib_3,0.0221176255273934
time_3,Lira,outcome,primary.outcome_4,thiazo_0,-0.0810912991024055
time_3,Lira,outcome,primary.outcome_4,thiazo_1,0.0191831666525692
time_3,Lira,outcome,primary.outcome_4,thiazo_2,0.00900451246387481
time_3,Lira,outcome,primary.outcome_4,thiazo_3,-0.068320877051813
time_3,Lira,outcome,primary.outcome_4,insulin_one_0,0.0315488423453483
time_3,Lira,outcome,primary.outcome_4,insulin_one_1,0.0355863769979996
time_3,Lira,outcome,primary.outcome_4,insulin_one_2,-0.134445764849302
time_3,Lira,outcome,primary.outcome_4,insulin_one_3,-0.0617647965226365
time_3,Lira,outcome,primary.outcome_4,dpp4_1,-0.0408992376736162
time_3,Lira,outcome,primary.outcome_4,dpp4_2,-0.0105225309634818
time_3,Lira,outcome,primary.outcome_4,dpp4_3,-0.00625711747125044
time_3,Placebo,outcome,primary.outcome_4,(Intercept),0
time_3,Placebo,outcome,primary.outcome_4,sexMale,0.0342242123168176
time_3,Placebo,outcome,primary.outcome_4,age60-80,0.0055103067837587
time_3,Placebo,outcome,primary.outcome_4,age80-90,0.17996259107279
time_3,Placebo,outcome,primary.outcome_4,diabetesdurationgroup1-5 years,0.011552875329397
time_3,Placebo,outcome,primary.outcome_4,diabetesdurationgroup5-10 years,0.019508513317337
time_3,Placebo,outcome,primary.outcome_4,diabetesdurationgroup10-15 years,0.0271419994580727
time_3,Placebo,outcome,primary.outcome_4,diabetesdurationgroup15-20 years,0.0323801210568972
time_3,Placebo,outcome,primary.outcome_4,diabetesdurationgroupmore than 20 years,0.0295656622076939
time_3,Placebo,outcome,primary.outcome_4,ethnicNOT HISPANIC OR LATINO,-0.0183347061884675
time_3,Placebo,outcome,primary.outcome_4,egfr.baseline,-0.000606953530394963
time_3,Placebo,outcome,primary.outcome_4,bmi.baseline>30 kg/m2,-0.00508337237207684
time_3,Placebo,outcome,primary.outcome_4,mineralcorYes,0.022248709504632
time_3,Placebo,outcome,primary.outcome_4,bbYes,0.023307754288536
time_3,Placebo,outcome,primary.outcome_4,rasiYes,0.0063689647283939
time_3,Placebo,outcome,primary.outcome_4,loopYes,0.0336553973711927
time_3,Placebo,outcome,primary.outcome_4,ccbYes,0.00443072691917259
time_3,Placebo,outcome,primary.outcome_4,thiazideYes,-0.000845994840662219
time_3,Placebo,outcome,primary.outcome_4,sasidYes,0.14653292524276
time_3,Placebo,outcome,primary.outcome_4,statinYes,-0.00686025810764927
time_3,Placebo,outcome,primary.outcome_4,hypertensionYes,0.0172736173836008
time_3,Placebo,outcome,primary.outcome_4,diabetic.nephropathyYes,-0.014104873639465
time_3,Placebo,outcome,primary.outcome_4,stenosisYes,0.0244904109438017
time_3,Placebo,outcome,primary.outcome_4,disorders.of.rhythm.or.conductionYes,0.00772415497582422
time_3,Placebo,outcome,primary.outcome_4,left.ventricular.systolic.dysfunctionYes,0.0400071002010784
time_3,Placebo,outcome,primary.outcome_4,gallstone.diseaseYes,0.00555452878700751
time_3,Placebo,outcome,primary.outcome_4,pancreatitisYes,0.000831373390142682
time_3,Placebo,outcome,primary.outcome_4,diabetic.foot.ulcerYes,0.0563783313123779
time_3,Placebo,outcome,primary.outcome_4,diabetic.neuropathyYes,0.0116482719528773
time_3,Placebo,outcome,primary.outcome_4,transient.ischaemic.attackYes,0.0114251974243828
time_3,Placebo,outcome,primary.outcome_4,hba1c_level_0,-0.00337781369629831
time_3,Placebo,outcome,primary.outcome_4,hba1c_level_1,0
time_3,Placebo,outcome,primary.outcome_4,hba1c_level_2,-0.00265453939608639
time_3,Placebo,outcome,primary.outcome_4,hba1c_level_3,0.0229206555387671
time_3,Placebo,outcome,primary.outcome_4,hba1c_change_0,-0.00852223658819452
time_3,Placebo,outcome,primary.outcome_4,hba1c_change_1,0.00907526531262989
time_3,Placebo,outcome,primary.outcome_4,hba1c_change_2,-0.00841738274476798
time_3,Placebo,outcome,primary.outcome_4,hba1c_change_3,-0.0212704761950392
time_3,Placebo,outcome,primary.outcome_4,heart.failure_0Acute,0
time_3,Placebo,outcome,primary.outcome_4,heart.failure_0Chronic,0.0260412495222992
time_3,Placebo,outcome,primary.outcome_4,heart.failure_1Acute,0.119864690399875
time_3,Placebo,outcome,primary.outcome_4,heart.failure_1Chronic,0.0328913296434985
time_3,Placebo,outcome,primary.outcome_4,heart.failure_2Acute,0.190437075157846
time_3,Placebo,outcome,primary.outcome_4,heart.failure_2Chronic,-0.000632008047605662
time_3,Placebo,outcome,primary.outcome_4,heart.failure_3Acute,-0.0516211395035187
time_3,Placebo,outcome,primary.outcome_4,heart.failure_3Chronic,-0.0530824862274067
time_3,Placebo,outcome,primary.outcome_4,Lira_01,-0.0548807603022172
time_3,Placebo,outcome,primary.outcome_4,Lira_11,0.0841778262411513
time_3,Placebo,outcome,primary.outcome_4,Lira_21,0.0901883986342997
time_3,Placebo,outcome,primary.outcome_4,Lira_31,0.0499902436107057
time_3,Placebo,outcome,primary.outcome_4,Placebo_11,-0.0637563279718431
time_3,Placebo,outcome,primary.outcome_4,Placebo_21,0.0167339803694339
time_3,Placebo,outcome,primary.outcome_4,Placebo_31,-0.00301661374869627
time_3,Placebo,outcome,primary.outcome_4,nausea.and.vomiting.symptoms_0,-0.0303039454365474
time_3,Placebo,outcome,primary.outcome_4,nausea.and.vomiting.symptoms_1,0.0745306932016033
time_3,Placebo,outcome,primary.outcome_4,nausea.and.vomiting.symptoms_2,-0.0836049234511465
time_3,Placebo,outcome,primary.outcome_4,nausea.and.vomiting.symptoms_3,0.0611523976403398
time_3,Placebo,outcome,primary.outcome_4,atrial.fibrillation_0,-0.196179163487601
time_3,Placebo,outcome,primary.outcome_4,atrial.fibrillation_1,-0.0153710738705728
time_3,Placebo,outcome,primary.outcome_4,atrial.fibrillation_2,-0.00872430972829862
time_3,Placebo,outcome,primary.outcome_4,atrial.fibrillation_3,0.124185422782808
time_3,Placebo,outcome,primary.outcome_4,diarrhoea_0,-0.10602375237069
time_3,Placebo,outcome,primary.outcome_4,diarrhoea_1,-0.128748349359148
time_3,Placebo,outcome,primary.outcome_4,diarrhoea_2,0.0998763552887822
time_3,Placebo,outcome,primary.outcome_4,diarrhoea_3,-0.022740141259922
time_3,Placebo,outcome,primary.outcome_4,metformin_0,-0.00794911056356065
time_3,Placebo,outcome,primary.outcome_4,metformin_1,0.0225320017669619
time_3,Placebo,outcome,primary.outcome_4,metformin_2,-0.0386528044892482
time_3,Placebo,outcome,primary.outcome_4,metformin_3,0.0155180508625367
time_3,Placebo,outcome,primary.outcome_4,sulfonylurea_0,-0.0273621227548381
time_3,Placebo,outcome,primary.outcome_4,sulfonylurea_1,0.0164680559031678
time_3,Placebo,outcome,primary.outcome_4,sulfonylurea_2,0.0223878931287556
time_3,Placebo,outcome,primary.outcome_4,sulfonylurea_3,-0.022826586227885
time_3,Placebo,outcome,primary.outcome_4,insulin_0,-0.0363366363884855
time_3,Placebo,outcome,primary.outcome_4,insulin_1,-0.0135825005880672
time_3,Placebo,outcome,primary.outcome_4,insulin_2,0.0263339163873549
time_3,Placebo,outcome,primary.outcome_4,insulin_3,0.00186205727083302
time_3,Placebo,outcome,primary.outcome_4,alfa_g_inhib_1,-0.00511422067120471
time_3,Placebo,outcome,primary.outcome_4,alfa_g_inhib_2,0.00961321554792707
time_3,Placebo,outcome,primary.outcome_4,alfa_g_inhib_3,-0.00904717035426314
time_3,Placebo,outcome,primary.outcome_4,thiazo_0,-0.235755740254481
time_3,Placebo,outcome,primary.outcome_4,thiazo_1,0.0111308447431515
time_3,Placebo,outcome,primary.outcome_4,thiazo_2,-0.00812319523133059
time_3,Placebo,outcome,primary.outcome_4,thiazo_3,-0.0500989401546488
time_3,Placebo,outcome,primary.outcome_4,insulin_one_0,0.0746131540793148
time_3,Placebo,outcome,primary.outcome_4,insulin_one_1,0.0329585577849628
time_3,Placebo,outcome,primary.outcome_4,insulin_one_2,-0.102774438301136
time_3,Placebo,outcome,primary.outcome_4,insulin_one_3,-0.0561648336933368
time_3,Placebo,outcome,primary.outcome_4,dpp4_1,-0.0862079259833228
time_3,Placebo,outcome,primary.outcome_4,dpp4_2,0.0211419511492446
time_3,Placebo,outcome,primary.outcome_4,dpp4_3,0.00133183285559158
time_4,Placebo,Placebo,Placebo_4,(Intercept),0
time_4,Placebo,Placebo,Placebo_4,sexMale,0.0703721393779232
time_4,Placebo,Placebo,Placebo_4,age60-80,0
time_4,Placebo,Placebo,Placebo_4,age80-90,-0.869234890446425
time_4,Placebo,Placebo,Placebo_4,diabetesdurationgroup1-5 years,-0.0499275259210256
time_4,Placebo,Placebo,Placebo_4,diabetesdurationgroup5-10 years,-0.40091265264895
time_4,Placebo,Placebo,Placebo_4,diabetesdurationgroup10-15 years,-0.0462322595177997
time_4,Placebo,Placebo,Placebo_4,diabetesdurationgroup15-20 years,0.163004718190758
time_4,Placebo,Placebo,Placebo_4,diabetesdurationgroupmore than 20 years,0.127027758604693
time_4,Placebo,Placebo,Placebo_4,ethnicNOT HISPANIC OR LATINO,0.426986615106058
time_4,Placebo,Placebo,Placebo_4,egfr.baseline,0.00369768641016206
time_4,Placebo,Placebo,Placebo_4,bmi.baseline>30 kg/m2,-0.813465202515554
time_4,Placebo,Placebo,Placebo_4,mineralcorYes,-0.0262592528848774
time_4,Placebo,Placebo,Placebo_4,bbYes,0.0336354854627848
time_4,Placebo,Placebo,Placebo_4,rasiYes,0.253148362247937
time_4,Placebo,Placebo,Placebo_4,loopYes,-0.130317729495201
time_4,Placebo,Placebo,Placebo_4,ccbYes,0.0212957731087402
time_4,Placebo,Placebo,Placebo_4,thiazideYes,-0.301858952708991
time_4,Placebo,Placebo,Placebo_4,sasidYes,1.39765537084912
time_4,Placebo,Placebo,Placebo_4,statinYes,-0.242359559895014
time_4,Placebo,Placebo,Placebo_4,hypertensionYes,0.262566455799859
time_4,Placebo,Placebo,Placebo_4,diabetic.nephropathyYes,-0.173631526290387
time_4,Placebo,Placebo,Placebo_4,stenosisYes,0.000830052019148864
time_4,Placebo,Placebo,Placebo_4,disorders.of.rhythm.or.conductionYes,0.00830479247237457
time_4,Placebo,Placebo,Placebo_4,left.ventricular.systolic.dysfunctionYes,-0.513550665355382
time_4,Placebo,Placebo,Placebo_4,gallstone.diseaseYes,0.785450346477646
time_4,Placebo,Placebo,Placebo_4,pancreatitisYes,0.896781956624526
time_4,Placebo,Placebo,Placebo_4,diabetic.foot.ulcerYes,-0.12017462036495
time_4,Placebo,Placebo,Placebo_4,diabetic.neuropathyYes,0.399266352697976
time_4,Placebo,Placebo,Placebo_4,transient.ischaemic.attackYes,0
time_4,Placebo,Placebo,Placebo_4,hba1c_level_0,0.144651824130471
time_4,Placebo,Placebo,Placebo_4,hba1c_level_1,0.109167904073765
time_4,Placebo,Placebo,Placebo_4,hba1c_level_2,-0.189273950255083
time_4,Placebo,Placebo,Placebo_4,hba1c_level_3,-0.179360004481691
time_4,Placebo,Placebo,Placebo_4,hba1c_change_0,-0.0853950387508546
time_4,Placebo,Placebo,Placebo_4,hba1c_change_1,-0.0284878724324603
time_4,Placebo,Placebo,Placebo_4,hba1c_change_2,0.107386697988932
time_4,Placebo,Placebo,Placebo_4,hba1c_change_3,-0.00923642388127158
time_4,Placebo,Placebo,Placebo_4,heart.failure_0Acute,0
time_4,Placebo,Placebo,Placebo_4,heart.failure_0Chronic,0.390579480251663
time_4,Placebo,Placebo,Placebo_4,heart.failure_1Acute,1.57886696026432
time_4,Placebo,Placebo,Placebo_4,heart.failure_1Chronic,0.156837999934605
time_4,Placebo,Placebo,Placebo_4,heart.failure_2Acute,2.339016620697
time_4,Placebo,Placebo,Placebo_4,heart.failure_2Chronic,0.067454255388141
time_4,Placebo,Placebo,Placebo_4,heart.failure_3Acute,-0.88452205955269
time_4,Placebo,Placebo,Placebo_4,heart.failure_3Chronic,-0.093220710551831
time_4,Placebo,Placebo,Placebo_4,Placebo_11,2.0528379719825
time_4,Placebo,Placebo,Placebo_4,Placebo_21,3.04372160067373
time_4,Placebo,Placebo,Placebo_4,Placebo_31,5.92581959318318
time_4,Placebo,Placebo,Placebo_4,nausea.and.vomiting.symptoms_0,0.650916663868017
time_4,Placebo,Placebo,Placebo_4,nausea.and.vomiting.symptoms_1,0.908361357327301
time_4,Placebo,Placebo,Placebo_4,nausea.and.vomiting.symptoms_2,1.08811094033841
time_4,Placebo,Placebo,Placebo_4,nausea.and.vomiting.symptoms_3,-2.79263818830692
time_4,Placebo,Placebo,Placebo_4,atrial.fibrillation_0,2.86480774844415
time_4,Placebo,Placebo,Placebo_4,atrial.fibrillation_1,-1.3383520386238
time_4,Placebo,Placebo,Placebo_4,atrial.fibrillation_2,1.80300050137979
time_4,Placebo,Placebo,Placebo_4,atrial.fibrillation_3,-1.07754720222717
time_4,Placebo,Placebo,Placebo_4,diarrhoea_0,0
time_4,Placebo,Placebo,Placebo_4,diarrhoea_1,1.20326161333959
time_4,Placebo,Placebo,Placebo_4,diarrhoea_2,1.1558413180615
time_4,Placebo,Placebo,Placebo_4,diarrhoea_3,-1.95549226520371
time_4,Placebo,Placebo,Placebo_4,metformin_0,1.5885516804125
time_4,Placebo,Placebo,Placebo_4,metformin_1,-0.424642763378086
time_4,Placebo,Placebo,Placebo_4,metformin_2,0.537962700428346
time_4,Placebo,Placebo,Placebo_4,metformin_3,0.310933204300627
time_4,Placebo,Placebo,Placebo_4,sulfonylurea_0,-0.0650679531547361
time_4,Placebo,Placebo,Placebo_4,sulfonylurea_1,0
time_4,Placebo,Placebo,Placebo_4,sulfonylurea_2,-0.335609051197292
time_4,Placebo,Placebo,Placebo_4,sulfonylurea_3,0.511396913767623
time_4,Placebo,Placebo,Placebo_4,insulin_0,-0.954340023330355
time_4,Placebo,Placebo,Placebo_4,insulin_1,0.797369488884559
time_4,Placebo,Placebo,Placebo_4,insulin_2,-0.407772503214152
time_4,Placebo,Placebo,Placebo_4,insulin_3,-0.170782763077521
time_4,Placebo,Placebo,Placebo_4,alfa_g_inhib_1,-0.762034712270323
time_4,Placebo,Placebo,Placebo_4,alfa_g_inhib_2,-1.55436801443009
time_4,Placebo,Placebo,Placebo_4,alfa_g_inhib_3,1.70045555546172
time_4,Placebo,Placebo,Placebo_4,thiazo_0,0
time_4,Placebo,Placebo,Placebo_4,thiazo_1,0.286906407061854
time_4,Placebo,Placebo,Placebo_4,thiazo_2,0.334374966341994
time_4,Placebo,Placebo,Placebo_4,thiazo_3,-0.873920993127508
time_4,Placebo,Placebo,Placebo_4,insulin_one_0,2.59644692912761
time_4,Placebo,Placebo,Placebo_4,insulin_one_1,-0.675109894889727
time_4,Placebo,Placebo,Placebo_4,insulin_one_2,3.08864929601314
time_4,Placebo,Placebo,Placebo_4,insulin_one_3,1.82593804572155
time_4,Placebo,Placebo,Placebo_4,dpp4_1,1.33646729653992
time_4,Placebo,Placebo,Placebo_4,dpp4_2,-0.17909860844111
time_4,Placebo,Placebo,Placebo_4,dpp4_3,0
time_4,Placebo,Placebo,Placebo_4,Placebo_01,0.302219061241505
time_4,Lira,Lira,Lira_4,(Intercept),0
time_4,Lira,Lira,Lira_4,sexMale,0.0721160429636578
time_4,Lira,Lira,Lira_4,age60-80,-0.149009799698389
time_4,Lira,Lira,Lira_4,age80-90,-0.139755983099199
time_4,Lira,Lira,Lira_4,diabetesdurationgroup1-5 years,-0.823172734231088
time_4,Lira,Lira,Lira_4,diabetesdurationgroup5-10 years,0.0737668779931106
time_4,Lira,Lira,Lira_4,diabetesdurationgroup10-15 years,-0.619151638022618
time_4,Lira,Lira,Lira_4,diabetesdurationgroup15-20 years,-0.952322626236863
time_4,Lira,Lira,Lira_4,diabetesdurationgroupmore than 20 years,-0.663100835983188
time_4,Lira,Lira,Lira_4,ethnicNOT HISPANIC OR LATINO,0.647474862914266
time_4,Lira,Lira,Lira_4,egfr.baseline,0.00419239317400527
time_4,Lira,Lira,Lira_4,bmi.baseline>30 kg/m2,0.247888312154151
time_4,Lira,Lira,Lira_4,mineralcorYes,0.0625774644826427
time_4,Lira,Lira,Lira_4,bbYes,0.0930952500169731
time_4,Lira,Lira,Lira_4,rasiYes,0.36586180743678
time_4,Lira,Lira,Lira_4,loopYes,-0.145610899533469
time_4,Lira,Lira,Lira_4,ccbYes,-0.0156517110040087
time_4,Lira,Lira,Lira_4,thiazideYes,-0.387403570896316
time_4,Lira,Lira,Lira_4,sasidYes,-0.81151365463911
time_4,Lira,Lira,Lira_4,statinYes,0.201235464463365
time_4,Lira,Lira,Lira_4,hypertensionYes,-0.419633196933934
time_4,Lira,Lira,Lira_4,diabetic.nephropathyYes,0.483213275212547
time_4,Lira,Lira,Lira_4,stenosisYes,-0.0247829077935521
time_4,Lira,Lira,Lira_4,disorders.of.rhythm.or.conductionYes,-0.170412709856905
time_4,Lira,Lira,Lira_4,left.ventricular.systolic.dysfunctionYes,0.341261410592694
time_4,Lira,Lira,Lira_4,gallstone.diseaseYes,0.613269756483825
time_4,Lira,Lira,Lira_4,pancreatitisYes,0.687608182433872
