time,protocol,node,outcome,terms,beta
time_5,Placebo,outcome,primary.outcome_6,metformin_1,0.0286023602211172
time_5,Placebo,outcome,primary.outcome_6,metformin_2,-0.0464596216998262
time_5,Placebo,outcome,primary.outcome_6,metformin_3,0.0166208992534512
time_5,Placebo,outcome,primary.outcome_6,metformin_4,-0.025728710768138
time_5,Placebo,outcome,primary.outcome_6,metformin_5,0.0314332938894856
time_5,Placebo,outcome,primary.outcome_6,sulfonylurea_0,-0.0920193900389808
time_5,Placebo,outcome,primary.outcome_6,sulfonylurea_1,0.0000969275287844788
time_5,Placebo,outcome,primary.outcome_6,sulfonylurea_2,0.0406205839352074
time_5,Placebo,outcome,primary.outcome_6,sulfonylurea_3,-0.00402410233163054
time_5,Placebo,outcome,primary.outcome_6,sulfonylurea_4,-0.0722439187290708
time_5,Placebo,outcome,primary.outcome_6,sulfonylurea_5,0.0595993101061966
time_5,Placebo,outcome,primary.outcome_6,insulin_0,-0.0556990634609781
time_5,Placebo,outcome,primary.outcome_6,insulin_1,-0.00224905495530359
time_5,Placebo,outcome,primary.outcome_6,insulin_2,0.0257844894930917
time_5,Placebo,outcome,primary.outcome_6,insulin_3,0.0105915340744373
time_5,Placebo,outcome,primary.outcome_6,insulin_4,0.0100834575222246
time_5,Placebo,outcome,primary.outcome_6,insulin_5,-0.0397502069787574
time_5,Placebo,outcome,primary.outcome_6,alfa_g_inhib_1,-0.00263280110292484
time_5,Placebo,outcome,primary.outcome_6,alfa_g_inhib_2,0.0128900426680514
time_5,Placebo,outcome,primary.outcome_6,alfa_g_inhib_3,0.0278761772423271
time_5,Placebo,outcome,primary.outcome_6,alfa_g_inhib_4,-0.00716345926871457
time_5,Placebo,outcome,primary.outcome_6,alfa_g_inhib_5,-0.0174611417669275
time_5,Placebo,outcome,primary.outcome_6,thiazo_0,-0.171332405927303
time_5,Placebo,outcome,primary.outcome_6,thiazo_1,0.00721767781842692
time_5,Placebo,outcome,primary.outcome_6,thiazo_2,-0.0128682976530965
time_5,Placebo,outcome,primary.outcome_6,thiazo_3,-0.0260245740739493
time_5,Placebo,outcome,primary.outcome_6,thiazo_4,-0.013866840784158
time_5,Placebo,outcome,primary.outcome_6,thiazo_5,-0.00519109730389861
time_5,Placebo,outcome,primary.outcome_6,insulin_one_0,0.0978618450179489
time_5,Placebo,outcome,primary.outcome_6,insulin_one_1,0.0719348703431826
time_5,Placebo,outcome,primary.outcome_6,insulin_one_2,-0.0797679191589585
time_5,Placebo,outcome,primary.outcome_6,insulin_one_3,-0.0507403022437346
time_5,Placebo,outcome,primary.outcome_6,insulin_one_4,0.00954192906483815
time_5,Placebo,outcome,primary.outcome_6,insulin_one_5,0.14624605957738
time_5,Placebo,outcome,primary.outcome_6,dpp4_1,-0.0144459865158318
time_5,Placebo,outcome,primary.outcome_6,dpp4_2,-0.0180509458005208
time_5,Placebo,outcome,primary.outcome_6,dpp4_3,0.0195122666700558
time_5,Placebo,outcome,primary.outcome_6,dpp4_4,-0.00134733150521311
time_5,Placebo,outcome,primary.outcome_6,dpp4_5,-0.0387126532169026
time_6,Placebo,Placebo,Placebo_6,(Intercept),0
time_6,Placebo,Placebo,Placebo_6,sexMale,0.106681740426555
time_6,Placebo,Placebo,Placebo_6,age60-80,0.301501328982237
time_6,Placebo,Placebo,Placebo_6,age80-90,-0.124282856843266
time_6,Placebo,Placebo,Placebo_6,diabetesdurationgroup1-5 years,0
time_6,Placebo,Placebo,Placebo_6,diabetesdurationgroup5-10 years,-0.179228975721413
time_6,Placebo,Placebo,Placebo_6,diabetesdurationgroup10-15 years,-0.0424304871726478
time_6,Placebo,Placebo,Placebo_6,diabetesdurationgroup15-20 years,0.102130199966898
time_6,Placebo,Placebo,Placebo_6,diabetesdurationgroupmore than 20 years,-0.377185495591441
time_6,Placebo,Placebo,Placebo_6,ethnicNOT HISPANIC OR LATINO,-0.0058836503787023
time_6,Placebo,Placebo,Placebo_6,egfr.baseline,0.00791840746400593
time_6,Placebo,Placebo,Placebo_6,bmi.baseline>30 kg/m2,-0.193010667895342
time_6,Placebo,Placebo,Placebo_6,mineralcorYes,-0.360294530733503
time_6,Placebo,Placebo,Placebo_6,bbYes,-0.0449552916535301
time_6,Placebo,Placebo,Placebo_6,rasiYes,0.236204828157672
time_6,Placebo,Placebo,Placebo_6,loopYes,-0.345539500741146
time_6,Placebo,Placebo,Placebo_6,ccbYes,0.0411575901291949
time_6,Placebo,Placebo,Placebo_6,thiazideYes,0.0625627069625033
time_6,Placebo,Placebo,Placebo_6,sasidYes,1.88584226270354
time_6,Placebo,Placebo,Placebo_6,statinYes,0.118302910526893
time_6,Placebo,Placebo,Placebo_6,hypertensionYes,-0.0343368656137463
time_6,Placebo,Placebo,Placebo_6,diabetic.nephropathyYes,0.412507820310321
time_6,Placebo,Placebo,Placebo_6,stenosisYes,-0.103027765574417
time_6,Placebo,Placebo,Placebo_6,disorders.of.rhythm.or.conductionYes,0.25677490690566
time_6,Placebo,Placebo,Placebo_6,left.ventricular.systolic.dysfunctionYes,0.417732902421279
time_6,Placebo,Placebo,Placebo_6,gallstone.diseaseYes,0.0943854183801767
time_6,Placebo,Placebo,Placebo_6,pancreatitisYes,0.657845590211942
time_6,Placebo,Placebo,Placebo_6,diabetic.foot.ulcerYes,0.124483909833229
time_6,Placebo,Placebo,Placebo_6,diabetic.neuropathyYes,-0.13520617353709
time_6,Placebo,Placebo,Placebo_6,transient.ischaemic.attackYes,0.166698175579235
time_6,Placebo,Placebo,Placebo_6,hba1c_level_0,0
time_6,Placebo,Placebo,Placebo_6,hba1c_level_1,-0.0442522694368861
time_6,Placebo,Placebo,Placebo_6,hba1c_level_2,0.139444602229067
time_6,Placebo,Placebo,Placebo_6,hba1c_level_3,-0.137086511356419
time_6,Placebo,Placebo,Placebo_6,hba1c_level_4,0.0123040078422044
time_6,Placebo,Placebo,Placebo_6,hba1c_level_5,-0.14871142083578
time_6,Placebo,Placebo,Placebo_6,hba1c_change_0,0.263967982497404
time_6,Placebo,Placebo,Placebo_6,hba1c_change_1,-0.1947333937767
time_6,Placebo,Placebo,Placebo_6,hba1c_change_2,-0.097384004005191
time_6,Placebo,Placebo,Placebo_6,hba1c_change_3,0.131497959872067
time_6,Placebo,Placebo,Placebo_6,hba1c_change_4,0.123206808196488
time_6,Placebo,Placebo,Placebo_6,hba1c_change_5,0.00529801655476084
time_6,Placebo,Placebo,Placebo_6,heart.failure_0Acute,0
time_6,Placebo,Placebo,Placebo_6,heart.failure_0Chronic,-1.63378715683362
time_6,Placebo,Placebo,Placebo_6,heart.failure_1Acute,-3.74949055273633
time_6,Placebo,Placebo,Placebo_6,heart.failure_1Chronic,-1.30764891699359
time_6,Placebo,Placebo,Placebo_6,heart.failure_2Acute,0.258120672595443
time_6,Placebo,Placebo,Placebo_6,heart.failure_2Chronic,-1.15823057441632
time_6,Placebo,Placebo,Placebo_6,heart.failure_3Acute,-0.289128530776319
time_6,Placebo,Placebo,Placebo_6,heart.failure_3Chronic,0.911945500436868
time_6,Placebo,Placebo,Placebo_6,heart.failure_4Acute,-0.825088164107528
time_6,Placebo,Placebo,Placebo_6,heart.failure_4Chronic,1.70955545731632
time_6,Placebo,Placebo,Placebo_6,heart.failure_5Acute,2.26956175821001
time_6,Placebo,Placebo,Placebo_6,heart.failure_5Chronic,1.4512932358631
time_6,Placebo,Placebo,Placebo_6,Placebo_11,2.10642107190682
time_6,Placebo,Placebo,Placebo_6,Placebo_21,1.16800999079472
time_6,Placebo,Placebo,Placebo_6,Placebo_31,0.435944941167101
time_6,Placebo,Placebo,Placebo_6,Placebo_41,0.851332717690851
time_6,Placebo,Placebo,Placebo_6,Placebo_51,6.129488618141
time_6,Placebo,Placebo,Placebo_6,nausea.and.vomiting.symptoms_0,0.136830599342484
time_6,Placebo,Placebo,Placebo_6,nausea.and.vomiting.symptoms_1,-0.575003624813764
time_6,Placebo,Placebo,Placebo_6,nausea.and.vomiting.symptoms_2,4.32237185529698
time_6,Placebo,Placebo,Placebo_6,nausea.and.vomiting.symptoms_3,-3.10042435620959
time_6,Placebo,Placebo,Placebo_6,nausea.and.vomiting.symptoms_4,0
time_6,Placebo,Placebo,Placebo_6,nausea.and.vomiting.symptoms_5,0.0801213822398897
time_6,Placebo,Placebo,Placebo_6,atrial.fibrillation_0,1.69540447025782
time_6,Placebo,Placebo,Placebo_6,atrial.fibrillation_1,0
time_6,Placebo,Placebo,Placebo_6,atrial.fibrillation_2,0
time_6,Placebo,Placebo,Placebo_6,atrial.fibrillation_3,-1.33171720035112
time_6,Placebo,Placebo,Placebo_6,atrial.fibrillation_4,2.75450098381963
time_6,Placebo,Placebo,Placebo_6,atrial.fibrillation_5,-1.56163458037297
time_6,Placebo,Placebo,Placebo_6,diarrhoea_0,0.650723729317708
time_6,Placebo,Placebo,Placebo_6,diarrhoea_1,-0.0467285590219968
time_6,Placebo,Placebo,Placebo_6,diarrhoea_2,-0.847069700005662
time_6,Placebo,Placebo,Placebo_6,diarrhoea_3,1.2687766428051
time_6,Placebo,Placebo,Placebo_6,diarrhoea_4,-1.19138519091178
time_6,Placebo,Placebo,Placebo_6,diarrhoea_5,1.66189807713957
time_6,Placebo,Placebo,Placebo_6,metformin_0,0.841591572840441
time_6,Placebo,Placebo,Placebo_6,metformin_1,-0.510323774571625
time_6,Placebo,Placebo,Placebo_6,metformin_2,1.80955755914125
time_6,Placebo,Placebo,Placebo_6,metformin_3,-1.24922261103117
time_6,Placebo,Placebo,Placebo_6,metformin_4,-0.379922138840851
time_6,Placebo,Placebo,Placebo_6,metformin_5,0.848221287660264
time_6,Placebo,Placebo,Placebo_6,sulfonylurea_0,-0.016334602250939
time_6,Placebo,Placebo,Placebo_6,sulfonylurea_1,-0.357292485982284
time_6,Placebo,Placebo,Placebo_6,sulfonylurea_2,0.943390553034139
time_6,Placebo,Placebo,Placebo_6,sulfonylurea_3,0.0747165028614835
time_6,Placebo,Placebo,Placebo_6,sulfonylurea_4,-0.893339200277449
time_6,Placebo,Placebo,Placebo_6,sulfonylurea_5,0.436941950016273
time_6,Placebo,Placebo,Placebo_6,insulin_0,0.818364909753395
time_6,Placebo,Placebo,Placebo_6,insulin_1,0
time_6,Placebo,Placebo,Placebo_6,insulin_2,0.0885607465485494
time_6,Placebo,Placebo,Placebo_6,insulin_3,0
time_6,Placebo,Placebo,Placebo_6,insulin_4,-0.294154145920178
time_6,Placebo,Placebo,Placebo_6,insulin_5,0.636868386517446
time_6,Placebo,Placebo,Placebo_6,alfa_g_inhib_1,0.144543886184817
time_6,Placebo,Placebo,Placebo_6,alfa_g_inhib_2,1.82279914160838
time_6,Placebo,Placebo,Placebo_6,alfa_g_inhib_3,-1.90417212528568
time_6,Placebo,Placebo,Placebo_6,alfa_g_inhib_4,1.00281297935682
time_6,Placebo,Placebo,Placebo_6,alfa_g_inhib_5,-0.421862520820147
time_6,Placebo,Placebo,Placebo_6,thiazo_0,0
time_6,Placebo,Placebo,Placebo_6,thiazo_1,-0.0416807452201459
time_6,Placebo,Placebo,Placebo_6,thiazo_2,-0.662414217855418
time_6,Placebo,Placebo,Placebo_6,thiazo_3,1.22288543904423
time_6,Placebo,Placebo,Placebo_6,thiazo_4,-1.09936334434824
time_6,Placebo,Placebo,Placebo_6,thiazo_5,0.747384166090578
time_6,Placebo,Placebo,Placebo_6,insulin_one_0,0.51740754697598
time_6,Placebo,Placebo,Placebo_6,insulin_one_1,0.588119846490139
time_6,Placebo,Placebo,Placebo_6,insulin_one_2,2.0164790415548
time_6,Placebo,Placebo,Placebo_6,insulin_one_3,1.73049008995678
time_6,Placebo,Placebo,Placebo_6,insulin_one_4,1.2469062882832
time_6,Placebo,Placebo,Placebo_6,insulin_one_5,-0.316316899827988
time_6,Placebo,Placebo,Placebo_6,dpp4_1,0.509740116270297
time_6,Placebo,Placebo,Placebo_6,dpp4_2,1.48788534443275
time_6,Placebo,Placebo,Placebo_6,dpp4_3,-0.211532057310653
time_6,Placebo,Placebo,Placebo_6,dpp4_4,1.24503249940073
time_6,Placebo,Placebo,Placebo_6,dpp4_5,-2.86778570196723
time_6,Placebo,Placebo,Placebo_6,Placebo_01,0.357905845781139
time_6,Lira,Lira,Lira_6,(Intercept),0
time_6,Lira,Lira,Lira_6,sexMale,-0.0152798647652002
time_6,Lira,Lira,Lira_6,age60-80,0.733127331039876
time_6,Lira,Lira,Lira_6,age80-90,-0.0678974812814463
time_6,Lira,Lira,Lira_6,diabetesdurationgroup1-5 years,0.524472478719169
time_6,Lira,Lira,Lira_6,diabetesdurationgroup5-10 years,0.858210005201361
time_6,Lira,Lira,Lira_6,diabetesdurationgroup10-15 years,0.746720470404301
time_6,Lira,Lira,Lira_6,diabetesdurationgroup15-20 years,0.57295496006242
time_6,Lira,Lira,Lira_6,diabetesdurationgroupmore than 20 years,0.409556850594542
time_6,Lira,Lira,Lira_6,ethnicNOT HISPANIC OR LATINO,-0.374328821350083
time_6,Lira,Lira,Lira_6,egfr.baseline,0.00843682825196845
time_6,Lira,Lira,Lira_6,bmi.baseline>30 kg/m2,-0.112622178598191
time_6,Lira,Lira,Lira_6,mineralcorYes,-0.582945602690233
time_6,Lira,Lira,Lira_6,bbYes,0.0689587775777088
time_6,Lira,Lira,Lira_6,rasiYes,0.123577156027209
time_6,Lira,Lira,Lira_6,loopYes,0.890172782857699
time_6,Lira,Lira,Lira_6,ccbYes,0.0420085649162138
time_6,Lira,Lira,Lira_6,thiazideYes,0.0143410542359052
time_6,Lira,Lira,Lira_6,sasidYes,2.67513457384205
time_6,Lira,Lira,Lira_6,statinYes,-0.0287783492508415
time_6,Lira,Lira,Lira_6,hypertensionYes,-0.188335853260796
time_6,Lira,Lira,Lira_6,diabetic.nephropathyYes,-0.0207709728309196
time_6,Lira,Lira,Lira_6,stenosisYes,0.147485302155098
time_6,Lira,Lira,Lira_6,disorders.of.rhythm.or.conductionYes,0.119581696106747
time_6,Lira,Lira,Lira_6,left.ventricular.systolic.dysfunctionYes,0.131584087746565
time_6,Lira,Lira,Lira_6,gallstone.diseaseYes,0.694462220937948
time_6,Lira,Lira,Lira_6,pancreatitisYes,1.93678639734047
time_6,Lira,Lira,Lira_6,diabetic.foot.ulcerYes,-0.547135090783871
time_6,Lira,Lira,Lira_6,diabetic.neuropathyYes,-0.00847080945999209
time_6,Lira,Lira,Lira_6,transient.ischaemic.attackYes,0.193093381367951
time_6,Lira,Lira,Lira_6,hba1c_level_0,0.0794765764072608
time_6,Lira,Lira,Lira_6,hba1c_level_1,0.00502722348881934
time_6,Lira,Lira,Lira_6,hba1c_level_2,0.0969521052151672
time_6,Lira,Lira,Lira_6,hba1c_level_3,-0.244574727990874
time_6,Lira,Lira,Lira_6,hba1c_level_4,0.085164220278806
time_6,Lira,Lira,Lira_6,hba1c_level_5,-0.438820741779587
time_6,Lira,Lira,Lira_6,hba1c_change_0,-0.000781622544083697
time_6,Lira,Lira,Lira_6,hba1c_change_1,0
time_6,Lira,Lira,Lira_6,hba1c_change_2,0.0162190065717808
time_6,Lira,Lira,Lira_6,hba1c_change_3,0.155334423248844
time_6,Lira,Lira,Lira_6,hba1c_change_4,0.0746572021520114
time_6,Lira,Lira,Lira_6,hba1c_change_5,0.145817909586589
time_6,Lira,Lira,Lira_6,heart.failure_0Acute,0
time_6,Lira,Lira,Lira_6,heart.failure_0Chronic,-0.00449693502663628
time_6,Lira,Lira,Lira_6,heart.failure_1Acute,0
time_6,Lira,Lira,Lira_6,heart.failure_1Chronic,0
time_6,Lira,Lira,Lira_6,heart.failure_2Acute,0.44965909637015
time_6,Lira,Lira,Lira_6,heart.failure_2Chronic,0
time_6,Lira,Lira,Lira_6,heart.failure_3Acute,0
time_6,Lira,Lira,Lira_6,heart.failure_3Chronic,-0.182680755126333
time_6,Lira,Lira,Lira_6,heart.failure_4Acute,-0.374724765263834
time_6,Lira,Lira,Lira_6,heart.failure_4Chronic,-0.302739520715779
time_6,Lira,Lira,Lira_6,heart.failure_5Acute,-0.231919499094417
time_6,Lira,Lira,Lira_6,heart.failure_5Chronic,0.794392721917578
time_6,Lira,Lira,Lira_6,Lira_01,0.0361946809848724
time_6,Lira,Lira,Lira_6,Lira_11,2.72758727953167
time_6,Lira,Lira,Lira_6,Lira_21,0.721288666802883
time_6,Lira,Lira,Lira_6,Lira_31,0.456527087820699
time_6,Lira,Lira,Lira_6,Lira_41,0.649808308939595
time_6,Lira,Lira,Lira_6,Lira_51,6.50207842015477
time_6,Lira,Lira,Lira_6,nausea.and.vomiting.symptoms_0,-1.35002364918106
time_6,Lira,Lira,Lira_6,nausea.and.vomiting.symptoms_1,0.879662000858756
time_6,Lira,Lira,Lira_6,nausea.and.vomiting.symptoms_2,-0.298489888652678
time_6,Lira,Lira,Lira_6,nausea.and.vomiting.symptoms_3,0.222894342242573
time_6,Lira,Lira,Lira_6,nausea.and.vomiting.symptoms_4,1.86150422968646
time_6,Lira,Lira,Lira_6,nausea.and.vomiting.symptoms_5,-2.13777814844006
time_6,Lira,Lira,Lira_6,atrial.fibrillation_0,-0.229654646632268
time_6,Lira,Lira,Lira_6,atrial.fibrillation_1,0
time_6,Lira,Lira,Lira_6,atrial.fibrillation_2,0.19123349535745
time_6,Lira,Lira,Lira_6,atrial.fibrillation_3,-3.21636743421991
time_6,Lira,Lira,Lira_6,atrial.fibrillation_4,2.38448782748956
time_6,Lira,Lira,Lira_6,atrial.fibrillation_5,0.788248980115064
time_6,Lira,Lira,Lira_6,diarrhoea_0,0.580106628558225
time_6,Lira,Lira,Lira_6,diarrhoea_1,0.721218136930465
time_6,Lira,Lira,Lira_6,diarrhoea_2,0.108912233902143
time_6,Lira,Lira,Lira_6,diarrhoea_3,-0.164229038707735
time_6,Lira,Lira,Lira_6,diarrhoea_4,-0.0123491696936373
time_6,Lira,Lira,Lira_6,diarrhoea_5,1.63597435916039
time_6,Lira,Lira,Lira_6,metformin_0,0.706442403250112
time_6,Lira,Lira,Lira_6,metformin_1,0.155167204520132
time_6,Lira,Lira,Lira_6,metformin_2,-0.466324557425895
time_6,Lira,Lira,Lira_6,metformin_3,0.00314424360211293
time_6,Lira,Lira,Lira_6,metformin_4,-0.428485765225491
time_6,Lira,Lira,Lira_6,metformin_5,1.01250153474333
time_6,Lira,Lira,Lira_6,sulfonylurea_0,-0.325549285239005
time_6,Lira,Lira,Lira_6,sulfonylurea_1,0.317841952833601
time_6,Lira,Lira,Lira_6,sulfonylurea_2,0.795807746992897
time_6,Lira,Lira,Lira_6,sulfonylurea_3,-1.15796915727278
time_6,Lira,Lira,Lira_6,sulfonylurea_4,-0.148232201645093
time_6,Lira,Lira,Lira_6,sulfonylurea_5,0.279115491787419
time_6,Lira,Lira,Lira_6,insulin_0,0.151426632098515
time_6,Lira,Lira,Lira_6,insulin_1,0.0952750490813329
time_6,Lira,Lira,Lira_6,insulin_2,-0.393570427007603
time_6,Lira,Lira,Lira_6,insulin_3,0.535438757668159
time_6,Lira,Lira,Lira_6,insulin_4,-0.45979635429329
time_6,Lira,Lira,Lira_6,insulin_5,0.32351527556721
time_6,Lira,Lira,Lira_6,alfa_g_inhib_1,0
time_6,Lira,Lira,Lira_6,alfa_g_inhib_2,-0.167305033524148
time_6,Lira,Lira,Lira_6,alfa_g_inhib_3,0.480185464164878
time_6,Lira,Lira,Lira_6,alfa_g_inhib_4,0.827766904526746
time_6,Lira,Lira,Lira_6,alfa_g_inhib_5,0
time_6,Lira,Lira,Lira_6,thiazo_0,1.04374859073323
time_6,Lira,Lira,Lira_6,thiazo_1,1.20266135821474
time_6,Lira,Lira,Lira_6,thiazo_2,-0.729313791944477
time_6,Lira,Lira,Lira_6,thiazo_3,-0.279721779885737
time_6,Lira,Lira,Lira_6,thiazo_4,0
time_6,Lira,Lira,Lira_6,thiazo_5,-0.0180939376055637
time_6,Lira,Lira,Lira_6,insulin_one_0,0.0777259931619725
time_6,Lira,Lira,Lira_6,insulin_one_1,1.34091956272132
time_6,Lira,Lira,Lira_6,insulin_one_2,0.772790206395184
time_6,Lira,Lira,Lira_6,insulin_one_3,0.308981371831646
time_6,Lira,Lira,Lira_6,insulin_one_4,0.968001301744452
time_6,Lira,Lira,Lira_6,insulin_one_5,0
time_6,Lira,Lira,Lira_6,dpp4_1,1.73483544064015
time_6,Lira,Lira,Lira_6,dpp4_2,-6.70120287832772
time_6,Lira,Lira,Lira_6,dpp4_3,6.90052946841934
time_6,Lira,Lira,Lira_6,dpp4_4,-2.21226275714685
time_6,Lira,Lira,Lira_6,dpp4_5,3.66646382128395
time_6,Lira,outcome,primary.outcome_7,(Intercept),0
time_6,Lira,outcome,primary.outcome_7,sexMale,0.0349064023214713
time_6,Lira,outcome,primary.outcome_7,age60-80,0.00492155684383384
time_6,Lira,outcome,primary.outcome_7,age80-90,0.12267241252507
time_6,Lira,outcome,primary.outcome_7,diabetesdurationgroup1-5 years,-0.00179687907103996
time_6,Lira,outcome,primary.outcome_7,diabetesdurationgroup5-10 years,0.000424786425611923
time_6,Lira,outcome,primary.outcome_7,diabetesdurationgroup10-15 years,0.0111933580393855
time_6,Lira,outcome,primary.outcome_7,diabetesdurationgroup15-20 years,0.0138551282110929
time_6,Lira,outcome,primary.outcome_7,diabetesdurationgroupmore than 20 years,0.00314948468675074
time_6,Lira,outcome,primary.outcome_7,ethnicNOT HISPANIC OR LATINO,-0.0262576331651775
time_6,Lira,outcome,primary.outcome_7,egfr.baseline,-0.000255989949553293
time_6,Lira,outcome,primary.outcome_7,bmi.baseline>30 kg/m2,-0.0163624447329313
time_6,Lira,outcome,primary.outcome_7,mineralcorYes,0.0195742517753419
time_6,Lira,outcome,primary.outcome_7,bbYes,0.0370641238047294
time_6,Lira,outcome,primary.outcome_7,rasiYes,0.0200359781139802
time_6,Lira,outcome,primary.outcome_7,loopYes,0.0166535508562172
time_6,Lira,outcome,primary.outcome_7,ccbYes,-0.00649480916211543
time_6,Lira,outcome,primary.outcome_7,thiazideYes,0.0198495732272232
time_6,Lira,outcome,primary.outcome_7,sasidYes,0.0894478970788691
time_6,Lira,outcome,primary.outcome_7,statinYes,-0.0171898935459483
time_6,Lira,outcome,primary.outcome_7,hypertensionYes,0.00334049636554685
time_6,Lira,outcome,primary.outcome_7,diabetic.nephropathyYes,-0.00146636725100693
time_6,Lira,outcome,primary.outcome_7,stenosisYes,0.0112856125859333
time_6,Lira,outcome,primary.outcome_7,disorders.of.rhythm.or.conductionYes,0.00698245926166675
time_6,Lira,outcome,primary.outcome_7,left.ventricular.systolic.dysfunctionYes,0.0202697632874819
time_6,Lira,outcome,primary.outcome_7,gallstone.diseaseYes,0.066021335682748
time_6,Lira,outcome,primary.outcome_7,pancreatitisYes,0.0230057150913963
time_6,Lira,outcome,primary.outcome_7,diabetic.foot.ulcerYes,0.0649501905123293
time_6,Lira,outcome,primary.outcome_7,diabetic.neuropathyYes,0.00581529222223083
time_6,Lira,outcome,primary.outcome_7,transient.ischaemic.attackYes,0.00137973272737752
time_6,Lira,outcome,primary.outcome_7,hba1c_level_0,-0.0246677137580094
time_6,Lira,outcome,primary.outcome_7,hba1c_level_1,-0.00120943401292947
time_6,Lira,outcome,primary.outcome_7,hba1c_level_2,0.0281269451301156
time_6,Lira,outcome,primary.outcome_7,hba1c_level_3,0.00994111072099996
time_6,Lira,outcome,primary.outcome_7,hba1c_level_4,0.0126891566078543
time_6,Lira,outcome,primary.outcome_7,hba1c_level_5,-0.0174977502658905
time_6,Lira,outcome,primary.outcome_7,hba1c_level_6,0.0137589147062109
time_6,Lira,outcome,primary.outcome_7,hba1c_change_0,0.00118337064510161
time_6,Lira,outcome,primary.outcome_7,hba1c_change_1,0.00670815989807543
time_6,Lira,outcome,primary.outcome_7,hba1c_change_2,-0.0239701194462337
time_6,Lira,outcome,primary.outcome_7,hba1c_change_3,-0.00987583291239609
time_6,Lira,outcome,primary.outcome_7,hba1c_change_4,-0.00200660293972525
time_6,Lira,outcome,primary.outcome_7,hba1c_change_5,0.00840943413837231
time_6,Lira,outcome,primary.outcome_7,hba1c_change_6,-0.0125743535047471
time_6,Lira,outcome,primary.outcome_7,heart.failure_0Acute,0
time_6,Lira,outcome,primary.outcome_7,heart.failure_0Chronic,0.0493740738209396
time_6,Lira,outcome,primary.outcome_7,heart.failure_1Acute,0.0624838235414994
time_6,Lira,outcome,primary.outcome_7,heart.failure_1Chronic,0.173183835590992
time_6,Lira,outcome,primary.outcome_7,heart.failure_2Acute,0.131118999339547
time_6,Lira,outcome,primary.outcome_7,heart.failure_2Chronic,-0.200409131811779
time_6,Lira,outcome,primary.outcome_7,heart.failure_3Acute,0.0516663759047138
time_6,Lira,outcome,primary.outcome_7,heart.failure_3Chronic,0.0563211514256562
time_6,Lira,outcome,primary.outcome_7,heart.failure_4Acute,-0.000120240030337863
time_6,Lira,outcome,primary.outcome_7,heart.failure_4Chronic,-0.0156550670280517
time_6,Lira,outcome,primary.outcome_7,heart.failure_5Acute,-0.000185889207033222
time_6,Lira,outcome,primary.outcome_7,heart.failure_5Chronic,-0.148556260684069
time_6,Lira,outcome,primary.outcome_7,heart.failure_6Acute,0.231364458284637
time_6,Lira,outcome,primary.outcome_7,heart.failure_6Chronic,0.0759234964063294
time_6,Lira,outcome,primary.outcome_7,Lira_01,0.00326847623215037
time_6,Lira,outcome,primary.outcome_7,Lira_11,-0.0400348908486348
time_6,Lira,outcome,primary.outcome_7,Lira_21,0
time_6,Lira,outcome,primary.outcome_7,Lira_31,0.0415813757369792
time_6,Lira,outcome,primary.outcome_7,Lira_41,-0.00966054683648425
time_6,Lira,outcome,primary.outcome_7,Lira_51,-0.00231891357755266
time_6,Lira,outcome,primary.outcome_7,Lira_61,-0.00827860080854172
time_6,Lira,outcome,primary.outcome_7,Placebo_11,0.0185297681942159
time_6,Lira,outcome,primary.outcome_7,Placebo_21,0.30339112570931
time_6,Lira,outcome,primary.outcome_7,Placebo_31,-0.00657644389067988
time_6,Lira,outcome,primary.outcome_7,Placebo_41,-0.129954681074948
time_6,Lira,outcome,primary.outcome_7,Placebo_51,0.0285686006021531
time_6,Lira,outcome,primary.outcome_7,Placebo_61,0.0319369844773704
time_6,Lira,outcome,primary.outcome_7,nausea.and.vomiting.symptoms_0,-0.00249864120047964
time_6,Lira,outcome,primary.outcome_7,nausea.and.vomiting.symptoms_1,0.0142496732280438
time_6,Lira,outcome,primary.outcome_7,nausea.and.vomiting.symptoms_2,-0.0272883454778457
time_6,Lira,outcome,primary.outcome_7,nausea.and.vomiting.symptoms_3,0.0180585229029673
time_6,Lira,outcome,primary.outcome_7,nausea.and.vomiting.symptoms_4,0.0882924360861367
time_6,Lira,outcome,primary.outcome_7,nausea.and.vomiting.symptoms_5,-0.0628608777048046
time_6,Lira,outcome,primary.outcome_7,nausea.and.vomiting.symptoms_6,-0.019311958552799
time_6,Lira,outcome,primary.outcome_7,atrial.fibrillation_0,-0.069408070781715
time_6,Lira,outcome,primary.outcome_7,atrial.fibrillation_1,0.00840895205976961
time_6,Lira,outcome,primary.outcome_7,atrial.fibrillation_2,0.0228003880805121
time_6,Lira,outcome,primary.outcome_7,atrial.fibrillation_3,0.0159258989759902
time_6,Lira,outcome,primary.outcome_7,atrial.fibrillation_4,-0.26335556667688
time_6,Lira,outcome,primary.outcome_7,atrial.fibrillation_5,0.212774581928842
time_6,Lira,outcome,primary.outcome_7,atrial.fibrillation_6,-0.100072415985899
time_6,Lira,outcome,primary.outcome_7,diarrhoea_0,-0.0429513865254239
time_6,Lira,outcome,primary.outcome_7,diarrhoea_1,-0.0437240895538466
time_6,Lira,outcome,primary.outcome_7,diarrhoea_2,0.0175984668249117
time_6,Lira,outcome,primary.outcome_7,diarrhoea_3,0.021932190435527
